i,j,w
6218501753,27459951,4.348
6218501757,3247933381,24.006
6239229422,25475699,6.677
6239229422,25475697,36.951
6239229422,6273056647,5.296
6239229423,6272993492,4.795
6239229423,6273056648,12.826
6261920913,9808795596,10.82
6261920914,4530012702,8.818
6261920915,4530012690,3.148
6265654109,869968536,20.527
6265654109,25473279,13.048
6266867111,9690915268,35.661
6266867112,6266867111,5.323
6266867113,6266867112,6.827
6266867113,9690974276,5.412
6266867114,9699944538,2.65
6266867114,9690974277,2.659
6272993491,9693963696,19.075
6272993491,9693963699,3.565
6272993492,435104721,12.969
6272993492,6239229423,4.795
6273056647,6239229422,5.296
6273056647,6273056648,16.976
6273056648,6239229423,12.826
6273056648,6273056647,16.976
6279388821,26678168,5.747
6279388821,6279388824,13.443
6279388822,6279388824,3.479
6279388822,6279388823,3.858
6279388823,2458257573,4.82
6279388824,2453941139,4.49
6279388824,6279388821,13.443
6279388824,6279388822,3.479
6280047275,5160943798,5.494
6280047277,5160943793,2.127
6280047278,4144358217,8.03
6280047280,9808795602,3.661
6280047280,9375078974,4.129
6301948477,5976760447,14.194
6301948480,697037343,27.749
6304787860,25477301,5.358
6304787860,5925628361,6.519
6304787861,9808795598,5.286
6304787861,3858880674,6.165
6327557047,3811094141,79.538
6327557047,3265436260,6.858
6327557048,4697287178,14.58
6327557048,4166662878,3.426
6327615074,4658088539,3.006
6327615074,1617596619,33.662
6327615075,1707790067,2.09
6327615075,1955520890,8.74
6327615076,4658088585,5.327
6327615076,4859246420,23.837
6329690691,5573994016,4.877
6329690691,5603454628,9.856
6332545601,3093894066,6.562
6332545601,250327660,28.116
6332695637,3733791671,83.307
6332695637,585180151,3.218
6332695638,9135848921,2.873
6332695638,585180151,5.068
6332695639,9690769059,1.421
6345441358,3486459762,4.404
6345441358,302013672,5.593
6354294763,1834657469,3.403
6354294763,1834657467,2.914
6369329152,7553887509,6.872
6369329152,1771426174,5.106
6369329153,107687,0.368
6369329153,9310662202,4.154
6369329154,2398924896,4.227
6369329155,3320947996,5.198
6369329155,6369329159,12.519
6369329156,25497611,13.423
6369329158,1366095189,3.166
6369329159,4076095262,4.563
6369329160,6369329171,9.278
6369329161,8868824871,5.001
6369329162,6369329166,9.602
6369329163,20965803,13.11
6369329163,9310662202,3.515
6369329164,8868824843,5.067
6369329165,20965800,3.393
6369329166,4870281310,7.173
6369329167,1215563895,3.083
6369329169,20965803,4.607
6369329170,6369329155,6.598
6369329171,104319,2.78
6369329172,1366095187,3.634
6369361788,7223298252,6.541
6369361788,4729628192,4.203
6369361789,6369361794,8.686
6369361789,9024139129,9.849
6369361790,5065949596,3.711
6369361791,107637,8.813
6369361791,7223298252,4.659
6369361792,5141354330,4.956
6369361794,6369361795,7.094
6369361794,6369361789,8.686
6369361795,107638,47.468
6369361795,6369361794,7.094
6369361796,5141625696,13.08
6369361796,7223298254,4.333
6369361797,5141625703,5.517
6369390690,6369390696,10.574
6369390690,6369390699,5.259
6369390691,1938819336,10.297
6369390692,6369390698,6.483
6369390692,6369390696,12.138
6369390693,1938819328,6.763
6369390694,18468961,5.583
6369390695,6369390690,5.605
6369390696,6369390690,10.574
6369390696,6369390700,16.35
6369390696,1938819328,15.351
6369390696,6369390692,12.138
6369390696,25161366,9.493
6369390697,6369390700,6.506
6369390698,1938819330,13.835
6369390699,1938819326,10.596
6369390700,6369390696,16.35
6369390700,6369390694,4.552
6369390701,6369390692,6.844
6369390702,8336028511,6.054
6369401334,1401926435,6.973
6374802571,4823246341,39.889
6374802571,25472763,51.927
6407948171,4077495826,3.407
6407948172,1832129789,3.395
6431923714,9693974377,8.568
6431923715,6431923714,14.014
6446218921,6446218922,3.697
6446218922,811035012,9.368
6446218922,6446218921,3.697
6446292570,4085783105,5.788
6446292570,9659831675,2.218
6458938017,9413430622,6.948
6463234329,7797731341,28.887
6463234329,5227220846,8.155
6465896909,21523714,5.54
6465896909,9694087362,9.342
6467134930,9782353731,18.458
6467134930,8784181688,6.651
6467134931,249467025,31.946
6467134931,8784159562,3.97
6470264535,1312471208,6.961
6470264535,9694087362,4.846
6470264536,1678283244,3.904
6470264536,6218501746,3.904
6506796188,4860825518,15.706
6509584408,25504760,7.269
6509584413,109734,4.138
6509584414,2504822137,4.796
6509684093,2665239973,56.365
6525670234,6525670236,5.975
6525670235,2331184932,3.491
6525670236,6525670235,5.392
6525670236,6525670242,11.702
6525670237,6525670242,12.595
6525670237,6525670241,6.4
6525670238,6525670237,6.711
6525670239,25632684,18.538
6525670240,108409,9.25
6525670241,2135411296,3.138
6525670242,6525670237,12.595
6525670242,2331184927,9.17
6525670242,6525670236,11.702
6525670242,2331184934,8.858
6525671279,1736685635,21.168
6525671279,25475674,7.996
6600283121,1547393045,17.955
6600283121,8579233861,4.719
6606135979,5603454626,14.19
6606135979,5603454625,6.83
6606148797,6606148798,10.571
6606148797,9201323322,13.619
6606148798,6606148797,10.571
6645346885,1761598585,71.983
6696695781,5457908028,35.948
6696695781,6696695783,1.042
6696695783,6696695781,1.042
6696695783,25475678,17.577
6711365597,6645346885,2.999
6724775011,5265953455,7.276
6724775012,6724775013,4.766
6724775013,2458307450,3.637
6724775014,5265953457,4.782
6724775015,5265953452,10.95
6724775016,5265953459,7.338
6724775017,5265953450,15.081
6724775018,5265953451,4.177
6724775018,5265953455,9.392
6739026230,1938819320,5.769
6828863691,748797126,24.527
6828863692,108406,3.85
6828863693,108406,2.885
6828863694,9804578356,3.617
6828863694,6828863695,4.033
6828863695,6828863696,2.572
6828863696,6828863697,3.089
6828863697,1601832328,10.277
6828863697,6828863698,4.088
6828863698,6828863692,5.683
6828921209,6828921211,7.925
6828921209,6828931875,6.287
6828921210,1148249927,4.185
6828921210,1707790105,5.224
6828921211,21392278,14.162
6828921211,6828921209,7.925
6828921211,1707790100,36.789
6828921211,6828927809,7.381
6828927809,6828921211,7.381
6828927809,1707790105,4.759
6828931875,6828921209,6.287
6828931875,1832227886,16.434
6840965712,8373690832,3.247
6840965712,2293833760,7.395
6855696495,6855696498,4.927
6855696495,6855696504,4.162
6855696497,6855696503,4.678
6855696497,6855696500,4.394
6855696498,275179767,4.615
6855696500,110140,24.445
6855696500,6855696497,4.394
6855696502,6855696503,15.178
6855696502,9051462722,17.349
6855696503,291951643,11.715
6855696503,6855696497,4.678
6855696503,6855696502,15.178
6855696504,9051462722,5.603
6855696504,6855696495,4.162
6863550501,2586616722,0.398
6863550501,9756243982,0.479
6864015603,4823246342,5.268
6864015603,110143,8.524
6866516260,8787384683,5.375
6866779806,1536039932,1.879
6868293535,4696544885,9.552
6871422362,9042129985,9.374
6871422364,1401893666,13.584
6871422365,1759454118,7.391
6871422365,1759454122,4.275
6918421503,1556097245,34.432
6918421503,6918421512,5.095
6918421504,6918421512,16.812
6918421504,6918421513,19.066
6918421512,6918421503,5.095
6918421512,6918421504,16.812
6918421513,6918421504,19.066
6918421513,1556097148,68.488
6948380395,24949780,23.895
6951230826,1214922426,2.12
6967585840,7824747297,6.754
6967585840,25161373,21.066
6967585841,25505634,29.665
6967585842,7824747305,6.983
6969936105,302013777,4.697
6969936106,6969936105,4.467
6969936109,9703794688,11.392
6969936112,472493763,5.17
6978531575,8975833913,7.153
6978555518,4246525220,17.893
6978555522,4682627263,7.765
6978563378,6978563384,11.113
6978563379,6978577985,8.595
6978563380,1150003532,11.735
6978563381,256766533,5.397
6978563382,1150003147,3.437
6978563383,6978555518,4.347
6978563384,20460680,6.414
6978577985,6978563378,1.395
6985373980,1782718792,4.698
6985373980,6985379285,9.622
6985373982,1350430181,4.747
6985373982,9030155749,4.456
6985373983,9030121410,3.313
6985373983,1782718791,4.029
6985373984,1312188714,7.261
6985379285,21307200,11.622
6985379285,6985373980,9.622
6985379286,10677374,16.577
6985379286,1782718792,4.369
6985395258,5065949598,7.017
6985465124,6985465130,10.329
6985465125,3385387606,5.741
6985465129,3385387604,14.27
6985465130,6985465145,9.63
6985465130,1556324684,7.394
6985465145,6985465130,9.63
6985465145,4117882852,11.573
6988528038,1938819351,11.628
6988528039,5207487900,7.04
6995618971,21523716,7.79
6995618979,1939632502,5.958
7066617760,1828402774,7.652
7075087297,9693963697,21.597
7075087297,7075087298,12.11
7075087298,25497619,1.96
7075087298,7075087297,12.11
7075087299,9693963697,2.336
7075087299,9693963698,2.62
7082240198,212927414,7.472
7151566952,338319877,4.97
7151566952,21990627,40.133
7183962432,9781311296,26.775
7191329809,1711679380,7.233
7191329811,7191329809,20.39
7203717550,1832248458,5.19
7203717550,14672924,11.013
7223298252,6369361791,4.659
7223298252,6369361788,6.541
7223298253,107634,14.92
7223298253,25161361,2.795
7223298254,6369361796,4.333
7223298254,5141625702,3.85
7223326407,1939558687,6.311
7223326408,1939558700,5.006
7223326409,1939558684,4.652
7223326409,1939558667,6.118
7223326410,7223326407,3.013
7223326411,1939558657,3.683
7223326411,1939558667,3.366
7223326412,4835108997,4.606
7223326412,1939558704,26.54
7223326413,1939558687,8.285
7223326414,1939558667,11.668
7223365368,1939558678,5.44
7223365368,7223365372,6.386
7223365370,1939558684,8.132
7223365371,1939558666,13.475
7223365371,7223365372,2.989
7223365372,7223365371,2.989
7223365372,7223365368,6.386
7223668011,8373690817,3.74
7223668011,33141178,7.027
7223668012,7223712382,10.343
7223695323,25496622,3.657
7223695323,7223695327,2.821
7223695324,25495698,22.485
7223695324,1148276186,7.526
7223695326,1782712524,3.98
7223695326,107693,9.116
7223695327,7223695323,2.821
7223695327,8785484314,2.522
7223704403,25498458,31.084
7223709662,1311961826,12.113
7223709662,7223709669,4.587
7223709662,7223709668,9.441
7223709664,1707790029,4.518
7223709664,25504769,6.059
7223709668,973158035,7.297
7223709668,7223709662,9.441
7223709669,7223709662,4.587
7223709669,1707790052,11.712
7223709669,1707790029,10.871
7223712382,7223704403,12.481
7223728617,3518967818,17.729
7223728617,8336028509,1.725
7236131861,9135848925,2.146
7236131862,7236131864,3.464
7236131864,7236131861,3.676
7236131865,7236131862,7.945
7246486955,4136124524,7.182
7271474849,25472324,1.017
7271474849,321255907,11.116
7271474855,761831060,8.229
7271474855,26374236,3.171
7271474856,8373651315,13.537
7271474856,26374236,5.168
7447716112,9161061774,4.807
7447716112,25472771,70.719
7487734942,4054356842,19.606
7553887392,18382242,11.7
7553887392,3533830193,22.385
7553887409,1771426173,4.581
7553887415,25161368,4.105
7553887464,25161346,30.742
7553887498,1771426174,5.192
7553887509,20965803,18.293
7553887509,6369329152,6.872
7567588716,8869435257,8.861
7567588716,268997560,18.415
7572522492,20626315,1.994
7572522492,7572522511,27.724
7572522511,7572522492,27.724
7572522511,7572522513,15.828
7572522513,7572522511,15.828
7572522513,20626316,11.715
7572522534,7572522540,2.19
7572522540,1572551227,1.401
7572522547,1536948652,6.501
7572522566,20626312,3.38
7572522585,7572522566,2.264
7572833350,7572833353,11.143
7572833353,1536948618,60.343
7572833353,7572833350,11.143
7572833379,7572833381,18.567
7572833380,7572833379,9.474
7572833381,25505629,28.063
7607077361,7610670906,18.41
7607077361,1678452793,2.234
7607077372,5114681230,17.138
7607077372,25504144,2.561
7607080091,25504144,14.799
7610670710,1268900644,14.489
7610670710,3816097102,12.99
7610670751,1678452786,3.75
7610670751,1678452790,33.449
7610670771,1678452790,11.544
7610670771,1678452792,34.586
7610670780,25470928,77.517
7610670780,1678452790,3.855
7610670781,1678452790,2.671
7610670781,7610670826,2.632
7610670826,7610670781,2.632
7610670826,7610670830,9.9
7610670830,7610670826,9.9
7610670830,25504145,29.018
7610670876,1678452789,5.456
7610670876,7610670892,17.226
7610670892,7610670876,17.226
7610670892,1678452791,21.639
7610670906,1678452791,2.537
7610670906,7607077361,18.41
7610670913,7610670919,7.347
7610670919,10572178,1.188
7610670921,10572178,1.508
7610670921,25470784,21.459
7613626070,107686,1.524
7613626070,4072476960,2.159
7613626073,107686,5.838
7617755274,25503885,10.461
7617755275,107684,4.918
7617785701,8373690840,7.421
7617785701,8373690841,9.783
7617785710,1726730354,2.004
7617785710,107685,6.748
7617785713,1726730329,22.678
7617785713,25503845,1.169
7617785714,25503848,5.235
7617785714,1726730329,1.374
7620895974,25161384,5.275
7620895976,108837,41.013
7620902731,5905893978,7.283
7636163631,10677377,19.013
7636163631,8318797236,5.144
7636180236,7636180237,4.189
7636180237,1787108647,4.499
7636180239,8672066581,5.022
7636180239,110238,27.075
7636180241,7636180242,7.214
7636180242,1787108650,6.161
7636244312,4807521484,4.393
7636244313,7636244314,9.193
7636244313,1723315608,2.271
7636244314,7636244313,9.193
7636244314,7636244312,10.141
7636278191,7636278194,6.428
7636278193,9042037852,2.59
7636278194,4401149234,6.382
7636278195,7636278196,8.323
7636278196,7636278198,9.018
7636278197,7636278201,6.837
7636278198,2624005734,5.452
7636278199,25477148,17.501
7636278200,7636278199,13.855
7636278201,7636278193,35.688
7638732490,1137777343,3.294
7638732491,1990912129,3.867
7644741345,1233350847,3.467
7644741346,1312932879,6.274
7644741351,3850146457,5.481
7644741351,6110164650,6.98
7644884069,1312188689,8.887
7657257518,3499500263,18.444
7745051680,1951616236,3.255
7796554012,2632476590,10.017
7796554012,1953096696,8.809
7797330549,4726152840,4.405
7797338599,28418141,4.762
7797338599,4244498867,54.422
7797338600,28418141,8.955
7797338600,2140124996,6.48
7797731340,9694072864,1.528
7797731341,7797731343,4.408
7797731341,6463234329,28.887
7797731342,5334625293,7.311
7797731342,5334625292,5.641
7797731343,2793874522,3.893
7797731343,7797731341,4.408
7805198627,4530012700,4.116
7815143465,25477300,10.414
7815143503,25477258,38.953
7815143559,27480957,17.605
7815143581,347542743,10.843
7815533546,249558966,8.349
7815533546,347539416,8.722
7815533548,249558966,4.44
7815533548,1042862785,14.323
7817162929,28418138,3.417
7824747295,9680972185,2.969
7824747297,1990694638,30.65
7824747297,6967585840,6.754
7824747298,6967585841,6.437
7824747299,4085778920,12.803
7824747300,7824747295,10.841
7824747301,7824747306,4.409
7824747302,7824747304,4.515
7824747303,9680972177,4.252
7824747304,25161373,7.666
7824747305,25161373,10.314
7824747306,1990694638,55.231
7824747306,7824747299,4.352
7824747307,700774224,4.037
7824747308,7824747302,4.641
7824803490,5146186589,4.391
7824803492,1536948431,4.044
7824803493,5146186590,4.767
7824803494,4166634957,5.465
7824803495,5104314264,17.536
7824803495,7824803494,4.551
7824803500,7824803490,4.685
7824803501,7824803495,4.991
7836155864,1782724124,7.526
7836155864,9042026424,20.666
7836155865,1312264648,10.693
7836155865,316763548,2.989
7836155866,25161347,48.351
7836155866,1771426166,6.043
7836155867,1718328435,3.029
7836155868,7836155870,1.177
7836155869,1782725824,3.844
7836155869,9781190365,4.776
7836155870,5043864464,3.515
7836164763,25161368,1.606
7836164763,1684511838,3.634
7836164764,25161368,4.446
7836164764,3533830193,28.134
7836164765,25161345,3.316
7836164765,1771426172,5.244
7840711614,18395288,43.658
7840712839,5573994016,10.236
7840712839,4462680078,8.569
7840712839,4512763348,5.158
7847748059,25498457,31.608
7900221087,249560091,8.811
7900221088,249560091,4.041
7900221088,4116809027,82.358
7900221108,7900221087,33.972
7900888377,3987750686,2.992
7900888437,7900888377,4.122
7906964247,7906964248,4.372
7906964247,7906964250,6.695
7906964248,25161360,5.858
7906964248,7906964247,4.372
7906964249,7906964251,2.389
7906964249,5141625698,17.174
7906964250,7906964247,6.695
7906964250,7906964251,7.642
7906964251,7906964250,7.642
7906964251,7906964249,2.389
7911231380,5141228834,4.956
7911231384,25161375,9.8
7911231384,1722621718,4.854
7911243856,4166634955,3.806
7911243857,4085783099,6.013
7911243858,4166634962,6.982
7911243861,25265077,17.788
7911243863,7911243857,15.838
7911267686,7911267687,32.112
7911267686,25265075,8.415
7911267687,7911267686,32.112
7911267687,25161375,11.326
7911267688,7911267696,6.571
7911267690,1569216316,6.939
7911267690,1569216123,7.701
7911267692,7911231380,9.797
7911267693,7911267686,7.902
7911267694,7911267695,3.874
7911267694,108842,78.787
7911267695,1722621718,1.829
7911267695,7911267694,3.874
7911267696,25161375,9.353
7911282822,4169714270,4.66
7911282827,4169714271,5.186
7911297462,1042862726,24.636
7911297463,7815143559,6.705
7911297478,3486459765,1.915
7911297486,109766,4.647
7911297487,7911297478,2.194
7918978033,10572785,32.185
7926506525,3816097104,12.616
7926506525,7926506532,5.406
7926506526,18468962,7.646
7926506527,107641,3.674
7926506529,7926506525,4.773
7926506530,9024139138,11.328
7926506531,9024139137,13.876
7926506532,7926506531,3.208
7926554423,4866651962,5.37
7926554423,4866651969,6.105
7926554424,3656358065,4.377
7926554424,4866623226,11.941
7926554430,2012969971,5.308
7926554430,7926554431,5.012
7926554431,7926554430,5.012
7926554431,107643,5.527
7926563545,2490721964,10.215
7926686249,7620895976,10.518
7926686250,107632,33.344
7926686252,7926686249,17.39
7946372933,7946372939,4.109
7946372933,25509527,5.545
7946372934,7946372936,3.768
7946372934,1236791459,4.572
7946372935,9781435148,19.811
7946372935,1596648673,3.276
7946372936,1596648671,35.65
7946372936,7946372934,3.768
7946372937,7946372938,3.139
7946372937,1596648673,3.578
7946372938,7946372941,12.421
7946372938,7946372937,3.139
7946372939,7946372933,4.109
7946372939,4076126448,4.071
7946372940,3644748768,20.175
7946372940,7946372942,4.006
7946372941,104318,3.667
7946372941,3817308659,7.703
7946372941,7946372938,12.421
7946372942,4076126468,4.646
7946372942,7946372940,4.006
7946378607,2398924898,5.258
7946378608,1782729296,25.886
7947041713,9820538016,4.527
7947057586,5470932252,7.184
8026335686,4174200046,16.194
8030470464,7638732490,3.629
8030470469,3385332654,4.808
8030470473,2364378222,4.132
8042022825,250324965,9.087
8042022825,1014649631,5.063
8043350325,8318757605,3.644
8043350325,9808795601,5.609
8043350341,4726152850,7.096
8043350341,107586,5.382
8064065316,9690915267,3.877
8064065323,1547657104,19.116
8236052983,1280491924,3.049
8236052987,8236052983,3.878
8236052988,2387232559,10.548
8236052988,2387232563,2.164
8236052990,2387232559,5.986
8236052991,1722268367,1.982
8256049397,4211515569,4.338
8256049399,4211515891,2.803
8256049399,245200970,3.766
8263157412,1617647945,9.374
8263157412,25475331,5.751
8263157413,107692,3.317
8263157413,3519005409,2.5
8263157414,5006065041,7.735
8263157414,8373651316,7.957
8263157415,8785484316,10.205
8263157415,3497461727,4.495
8263157416,1617647945,10.145
8263157416,8785503917,5.882
8263166217,5006063178,17.332
8263166218,25475331,5.178
8263166218,1617596714,14.633
8263166219,1617596686,17.687
8318757605,21523718,50.754
8318757605,8043350325,3.644
8318757606,1312188619,3.475
8318757606,4726152857,2.348
8318797234,2387220933,4.99
8318797235,8318797234,6.13
8318797236,25248117,12.178
8318797236,7636163631,5.144
8318797237,4835109002,30.96
8336028504,4328443355,8.304
8336028504,25500535,4.065
8336028505,25504143,8.131
8336028505,1726730165,3.731
8336028507,3497483291,19.584
8336028507,1678452796,3.787
8336028508,1678452795,4.29
8336028508,9024139146,14.271
8336028509,1771426165,2.709
8336028509,7223728617,1.725
8336028510,25161351,21.173
8336028510,3816097104,3.847
8336028511,1311962122,5.115
8336028512,2387194156,15.294
8336028513,2387194157,7.423
8336028514,9021504715,2.133
8336028515,2387207420,19.968
8336028516,25161352,4.177
8336028516,1938819320,1.252
8373623781,21563503,49.194
8373651315,7271474856,13.537
8373651315,2294047369,5.623
8373651316,8785484315,5.224
8373651316,8263157414,7.957
8373690817,7223668011,3.74
8373690817,1782730512,1.43
8373690818,4017328647,10.166
8373690818,5006065039,6.76
8373690819,4689775126,1.384
8373690819,8785503920,13.522
8373690820,1617596714,2.997
8373690820,8785503918,1.114
8373690824,269589467,6.886
8373690824,1617596711,12.644
8373690825,5880188046,7.003
8373690825,3972566716,14.005
8373690826,21563479,5.027
8373690827,8373690828,6.922
8373690828,107690,6.858
8373690829,4530270913,7.857
8373690830,4530270906,5.108
8373690831,8373690830,11.032
8373690832,6840965712,3.247
8373690832,5880188045,1.78
8373690833,8373690839,8.351
8373690833,107686,2.197
8373690834,5880188045,22.036
8373690834,8373752817,2.991
8373690835,8373690836,10.63
8373690836,4530339700,5.738
8373690837,8373690838,12.05
8373690837,4530339698,2.655
8373690838,8373690837,12.05
8373690838,25503848,10.219
8373690839,8373690833,8.351
8373690839,4530339699,3.486
8373690840,107685,8.965
8373690840,7617785701,7.421
8373690841,7617785701,9.783
8373690841,25503841,14.146
8373690842,4329502449,25.545
8373690842,25503841,5.797
8373690843,1617596714,4.261
8373690844,8785503919,6.349
8373690844,8785503918,3.82
8373690845,8373690846,1.553
8373690846,1617647944,20.953
8373728530,25475332,11.353
8373728531,1617647934,21.474
8373728532,1617647900,4.704
8373728533,25473048,10.938
8373752817,4072476960,3.113
8373752817,8373690834,2.991
8390582613,25532464,17.485
8390582613,1312454055,10.377
8429225386,4167762779,5.289
8429225386,6110191186,3.608
8429706219,8429774517,10.507
8429706219,4167762779,10.406
8429774517,8429706219,10.507
8429774517,4167762777,14.549
8429795032,8429795035,5.107
8429795032,295977520,4.426
8429795033,104323,2.414
8429795033,8429795034,5.047
8429795034,8429795033,5.047
8429795034,1237883773,18.765
8429795035,8429795032,5.107
8429795035,4715264002,38.163
8429934918,5816743941,4.517
8429934918,9816821617,19.273
8429945617,585199079,6.18
8429945618,5816743942,4.814
8429945618,30056310,43.509
8429945717,4167762778,4.091
8438226815,8869435268,4.227
8497605091,25473281,22.813
8497605091,4777885221,15.786
8500636794,5924603460,9.559
8515091589,1043001422,4.735
8515091589,1043001423,13.293
8579233861,6600283121,4.719
8579233861,3830043581,5.403
8579233862,3830043581,5.799
8579233862,4619022514,5.927
8579240307,25475328,12.046
8579240307,8579240308,4.846
8579240308,8579240307,4.846
8579240308,9690878344,13.715
8579240309,9683686963,1.789
8579240309,25475328,12.505
8579240310,25475328,12.53
8579240310,8579240311,4.806
8579240311,8579240310,4.806
8579240311,283062189,22.174
8579240312,3385332654,9.402
8579240312,9683686963,2.82
8579240313,9700060292,3.716
8579240314,8579240313,5.248
8579276917,25474005,17.652
8579276917,25474015,3.129
8579276918,585201189,8.835
8579522887,1939558655,3.468
8604055550,1587330970,3.978
8620082704,2341656968,7.522
8620082704,4697287178,6.32
8620105233,2265065207,6.065
8620105234,4034060018,7.281
8620105236,419632307,6.299
8620105236,1239549084,1.696
8620105240,1707790023,4.401
8620105242,8620105243,2.655
8620105243,2360681713,1.195
8620105244,3972566710,3.173
8620105259,2360685543,12.48
8620105265,5177397822,3.998
8620105265,4859246418,12.111
8620105268,8620105269,5.697
8620105268,5177397825,6.329
8620105269,5177397835,4.801
8620105269,8620105268,5.697
8620105270,8620105234,5.115
8620105277,4166662881,10.567
8620105277,4169836445,17.163
8620272571,4034060007,6.067
8645592521,25495640,8.611
8645592521,25495617,77.894
8672066581,475396924,7.796
8672066581,7636180239,5.022
8675201264,1556097326,6.356
8675201272,5189042551,1.354
8675201272,5189042552,6.382
8715830798,2146369240,30.463
8753664977,25161362,23.811
8753664977,107634,6.353
8755805313,9691076056,3.198
8783914189,8604055550,4.383
8784000965,8783914189,32.42
8784031747,1363483801,73.145
8784159562,6467134931,3.97
8784159562,10676799,11.176
8784181688,6467134930,6.651
8784181688,10676799,14.448
8784212017,4826555767,3.384
8785024497,24661966,26.935
8785024497,8807410158,12.257
8785024514,1547013655,34.54
8785024514,1547013760,5.257
8785024515,1547013554,8.714
8785024515,1547013589,9.203
8785441943,18395811,7.339
8785441943,5976853817,4.853
8785441944,1725360097,3.218
8785441944,18395811,7.48
8785457867,1678452792,29.12
8785457867,1678452797,4.211
8785484288,7613626073,1.379
8785484312,6293128709,1.168
8785484313,4689775126,7.232
8785484314,7223695327,2.522
8785484314,5006065041,2.586
8785484315,8373651316,5.224
8785484315,3497461727,6.411
8785484316,8263157415,10.205
8785484316,107692,3.819
8785503917,3519005409,13.67
8785503917,8263157416,5.882
8785503918,8373690820,1.114
8785503918,8373690844,3.82
8785503919,8373690844,6.349
8785503919,8785503920,9.172
8785503920,8785503919,9.172
8785503920,8373690819,13.522
8785567902,5006065040,3.734
8785567902,321255919,1.617
8785568224,1985084095,3.72
8785568228,5006063186,14.114
8787384680,1832248440,41.162
8787384683,2453947051,3.063
8787384684,2453947049,7.11
8787384685,4211515634,15.782
8787384686,2453947049,3.934
8787692633,1637578546,6.493
8787692633,8787692634,5.357
8787692634,8787692633,5.357
8787692634,1832666032,1.98
8807410149,1547013705,9.646
8807410149,1556097120,33.647
8807410150,25532494,10.089
8807410151,2454119184,35.798
8807410151,1547013589,8.71
8807410152,25532475,11.135
8807410152,25532464,7.269
8807410154,25544108,48.318
8807410158,8785024497,12.257
8807410158,107627,8.197
8807429660,5090420958,7.062
8807429660,5090420959,1.112
8807429664,24950097,5.717
8807429664,2387226309,5.758
8807429665,5090420959,0.733
8807429665,25161348,7.243
8807431535,9027328313,4.695
8807431535,24950114,15.403
8807431541,24950113,4.227
8807431541,4748394420,0.754
8807431546,8807431551,0.682
8807431548,1678226846,4.141
8807431550,6369361792,5.277
8807431551,24950109,4.517
8807431559,1951616327,3.322
8807431559,5095547321,1.419
8807431560,1731216865,8.566
8807441176,1938819306,1.297
8807441176,4866653236,2.672
8814668141,5104314222,4.139
8814668141,473219610,11.347
8868001103,1312188731,4.811
8868001103,250549587,9.899
8868001104,1312188845,8.948
8868001104,1312188731,1.163
8868010162,250327159,12.042
8868010171,8868010162,7.595
8868010202,1685272862,9.196
8868010202,8868010216,21.251
8868010205,347335859,6.046
8868010205,213668839,3.982
8868010216,8868010202,21.251
8868010216,347335859,30.714
8868010218,250549700,6.935
8868010218,213668842,3.881
8868010221,250549699,5.635
8868010279,8868010280,3.069
8868010279,250549699,5.847
8868010280,8868010281,5.257
8868010280,8868010279,3.069
8868010281,213668844,3.315
8868010281,8868010280,5.257
8868010287,9693628386,14.897
8868194757,9710348827,13.325
8868194778,1571298192,9.406
8868809321,1684835019,5.131
8868809321,1684835030,3.651
8868824843,20965794,4.26
8868824870,1311962082,2.855
8868824871,373364228,0.428
8868824899,5353604060,4.409
8869040027,9856119632,27.34
8869040027,8869040028,14.472
8869040028,8869040027,14.472
8869040028,250549636,45.028
8869435257,24950093,10.693
8869435257,7567588716,8.861
8869435257,8869435266,6.436
8869435258,4866976614,3.846
8869435266,8869435257,6.436
8869435266,24949776,51.317
8869435268,7553887415,0.777
8869435290,7836155867,51.127
8869464398,28800670,10.947
8869464398,4992781181,29.878
8869472239,2387240745,8.929
8869472240,632438506,4.021
8869472247,5609638014,7.14
8869472247,250550400,3.353
8869472274,5609638014,6.068
8869472274,973101839,8.479
8923643489,21990629,1.853
8923643489,9042053623,1.263
8923643490,5875062472,23.171
8923643490,21990628,4.348
8972441127,8972511963,2.05
8972441127,10572785,2.703
8972511963,25496750,43.962
8972511963,8972441127,2.05
8972511965,4429088632,8.853
8975529082,8975529083,6.309
8975529082,25151180,17.41
8975529083,529722111,3.795
8975529083,8975529082,6.309
8975529084,5374174224,3.471
8975529085,8975529086,6.593
8975529085,5573931385,4.725
8975529086,9781435147,7.901
8975529086,8975529085,6.593
8975529088,7203717550,6.344
8975645638,5839156209,5.008
8975645640,1360122919,16.692
8975645641,1360122841,5.713
8975645641,4512763348,3.518
8975700259,1364168180,4.228
8975700260,343669791,6.779
8975700260,1364168178,18.018
8975700261,2458256449,2.872
8975700266,3644748770,9.47
8975700266,1832129873,28.734
8975833904,6978563379,3.237
8975833905,6978563382,0.924
8975833912,6978531575,3.437
8975833913,5067002867,3.315
8975833914,1759454429,17.178
8975833915,968499092,5.518
8976060358,3381130493,5.182
8976060358,3381130092,3.933
8989843465,1596655163,4.093
9021491075,249560091,9.954
9021498664,2387207425,5.037
9021504714,3499500226,32.104
9021504714,1401926435,5.156
9021504715,2387194123,4.565
9021504716,1939558659,3.082
9021535020,2218340965,8.364
9024076384,4822267109,3.616
9024076385,21563489,15.328
9024139129,6369361789,9.849
9024139129,1678155318,22.891
